id,long(cm),short(cm)
5109,10.367859659833597,10.10272350961574
5108,11.465516020849742,10.936921848153576
4977,11.97373556184506,11.229472576227806
4976,10.649573338714266,10.258505412154522
4975,12.481027036379874,11.947215617555196
4974,14.358766157871775,13.605094070724052
4970,10.213745820557781,9.82685327665364
4971,10.088759888844017,9.95158713870203
4972,12.768562450919593,10.936921859019687
4973,11.2294725846129,10.326987517510096
5104,11.526829398785495,10.914341577761805
5105,13.277338676272274,11.756904350045781
5106,12.353304265274174,11.950165170234953
5107,11.947215594006506,11.729894186725728
5239,11.35121329385067,11.201190661027569
5240,12.842870898230016,11.973735551054576
5241,11.428570139023005,10.258505417291161
5242,13.011899188203973,12.396024758305488
4966,13.808223987438046,13.369920121374845
4967,13.540177691132053,11.873238340828193
4968,10.17571853233874,9.826853254489546
4969,8.178756797944434,7.476369905803453
5100,12.09089816713378,11.163369965076276
5101,11.95016519251313,11.443978755349207
5102,11.69378358590844,11.351213264084675
5103,11.693783631031236,11.493147528250772
5235,12.503596747113221,11.693783632469213
5236,12.041243366769596,11.153894792646488
5237,13.581759917225266,11.947215592826128
5238,12.215594786021416,10.21374583328459
4962,11.050949975169893,10.28038582397317
4963,13.105916449083466,12.42858473804601
4964,11.561821565169794,11.095660668322768
4965,12.332609711679694,10.2288870413938
5096,10.839861915686706,10.28038582397317
5097,12.846468416083395,10.839861907004668
5098,11.829916532243342,11.664140563190337
5232,8.485394467394032,7.133182001141409
5233,10.827666522891153,10.37398280215256
5234,11.953602381744206,10.827666472931115
4959,11.723987056121796,11.619479785132809
4960,11.883424097959356,11.138632539407968
4961,12.47853092071442,10.827666518746422
5093,13.467144571394718,12.453369760940916
5094,10.827666522891153,10.380699524028318
5095,11.619479825154668,10.904641414132193
5228,12.14737126193932,11.401481681489086
5229,12.672523739076091,12.170301654105343
5230,12.216033340405154,10.573628742285548
5231,11.927333917946722,11.628474398850146
4955,10.678580485068833,10.29642552915449
4957,12.247374802089158,11.628474353727352
4958,12.41132108790746,11.091600790206027
5091,9.12232698155627,8.374246261306272
5090,11.423813940117864,10.89485640651909
5225,11.651812259907096,10.638611218660005
5226,12.918313559594367,12.182136539403238
5227,11.148089776549735,10.388399496972946
4954,11.695781516144441,10.397659708436754
4953,9.891691611235483,9.122326980218078
5087,10.638611217479628,10.385310929157878
5088,9.385791782101913,8.105608499387044
5089,7.856392691811948,7.5990079742440475
5222,15.206456989672725,13.931514656659347
5223,11.75051173419339,10.650666312818142
5224,12.326122948762883,11.907806891060197
5362,12.389702385135962,11.676565316127368
5363,11.411423678580402,10.124183806140632
5636,11.144618861899922,9.644887428198375
5637,11.663900982535134,11.023321133444556
5638,13.93709127320268,13.46989712781964
5364,14.121328912403566,10.888008451860939
5365,11.36327613791214,11.092683156096667
5366,11.567117992823519,11.118987854168951
5501,12.571614593751354,9.936896746047521
5639,11.602422126797576,11.197531265159483
5640,10.494532627969715,8.9565899761755
5367,12.606423030734978,11.854001167738879
5368,11.60493971929544,11.160946461308638
5369,11.905642098015242,11.854001167738879
5370,9.983824499119427,9.4300664001905
5504,12.329943048377926,11.602422126797576
5505,13.948565349341196,12.329943058681852
5506,10.944208421390531,10.87995615855121
5507,12.348883061699361,12.09552117932743
5642,12.146135338358889,10.877270764043443
5643,11.70502685967089,10.627751862027061
5645,11.300050127092604,10.32433793600471
5371,11.5090833500561,11.00521540924109
5372,11.103335782347212,10.004506823728446
5373,12.001658222283387,11.427973855460055
5374,12.754212962379727,12.001658222283387
5508,10.501450962040087,9.342061606900593
5509,13.504180440087888,12.456639808009218
5510,11.251554615551234,10.36060617920767
5511,12.004262670422415,10.082413716683233
5647,11.413993313660807,10.900626330415356
5648,12.342937165793932,10.903201799405132
5649,11.186008225096018,11.031225795511917
5376,13.527311212023088,13.128087585825973
5377,11.687327100933635,10.701515274639755
5378,10.507722570161505,10.44322444388565
5512,13.7645600415526,12.288508863124047
5513,12.815572603029974,12.611856674557377
5514,9.800750074761435,8.57514334253023
5515,10.688353880893079,8.935274858548343
5650,13.410261804640033,11.873724370241566
5651,11.3896672885248,11.31278461107778
5652,11.706581352354311,10.701515229770273
5653,11.7065813491764,11.39954988618926
5379,9.991349909001796,9.774863959063168
5380,11.429146324205131,9.538728309421856
5381,10.611695961049108,10.067138721649888
5382,13.155935403945115,12.576090967597903
5516,11.885573227161748,11.687327097219216
5517,11.86423674985394,11.162475215464408
5518,11.648723105262901,10.37832545032428
5519,11.175078228069381,10.537152271674637
5654,11.24289028775584,10.214274123180319
5655,12.611856670292903,12.159540459806088
5656,12.57832931594426,11.588146907292215
5657,12.395714602292768,11.864236751034317
5383,11.770493106301958,11.560837247025598
5384,11.832929322186846,11.04567795262402
5385,12.383906622916538,11.454384040555654
5521,13.018057252287713,12.226388629868138
5522,12.318912164783994,11.89269593235906
5523,13.313547163406344,12.31891220920223
5658,11.463871392706087,10.60571773426656
5659,11.08975818171432,10.843442119279663
5660,10.976973355674234,10.101507975161367
5661,7.212615283391259,6.814485523306928
5387,11.08975818171432,10.88534659586839
5524,11.393156396715424,10.466440391438688
5662,11.140056030219503,9.846511467503465
5773,13.473635312221246,12.032719102248667
5774,12.124771295516958,9.660053259885261
5775,12.370708123311513,12.272265878783188
5913,12.071299037314413,11.081129065655444
5914,13.686511515345401,13.345491541597548
5915,12.669424006695918,11.240525859850818
6051,11.374612420292522,10.860000212064373
6052,11.669376701904289,11.463132149369935
6053,11.468421589666024,11.066524613313694
5776,9.653773003548864,9.284429401796064
5777,12.725149083851948,12.48133738385516
5778,10.061871809603314,9.157269453964823
5917,11.463132144186371,10.72513464529297
5918,10.92495844443821,10.055842510351054
6054,12.265675030177974,11.505379700814107
6055,12.894014993738834,12.064598355224982
6056,10.972964264525325,10.053831970483982
5779,13.071528181919003,12.769553989805202
5780,13.168601064403763,12.473236305623445
5781,12.123454513551147,11.668519127684121
5919,14.94562420023741,13.212117889253442
5920,13.702771404481966,13.590997643699929
5921,13.312951200864983,11.830354993338107
6057,13.721058038147582,12.402896276269072
6058,6.953554796956735,6.254291603211695
6059,12.200767760361595,12.07682898123612
5782,12.681123562600044,12.267378459013548
5783,10.647927843838504,10.166050463105645
5784,12.481337359529022,11.909441901034402
5922,12.14278843225966,11.569545344171832
5785,11.461579319136181,11.382832376015266
5923,12.029061102867109,11.882453876467629
5924,11.829932350191545,11.087230550853674
5925,10.953291574691209,9.993173376452944
6060,13.487856131550128,13.33134525397545
6061,11.605554568970497,11.334100823152138
6062,10.210069335565025,9.900427278877135
6063,13.144932453439374,13.10275607324686
5786,13.537353023267123,12.25885791140915
5787,11.390934056819052,11.176319290842303
5788,11.24215976728993,10.317925183413909
5789,9.916720485426946,9.664668991865701
5927,12.383291593666794,11.314009931154908
5928,11.51137086775409,11.29460816443336
6064,11.103193357621144,10.55996129863543
6065,13.183681168040337,13.003257365264757
6066,14.222839922371207,13.258133126216862
5790,10.878300301072898,10.460061931066903
5792,14.24742564877631,12.368733306306305
5929,12.356347753519008,12.356347747766593
5930,12.347493328235087,11.511370856182944
5931,12.722670244165391,11.729722365884388
6067,11.714794307140966,10.45797052076343
6068,10.039651696914335,9.885963289691393
6069,12.160061146922448,9.449284192958253
5794,10.854229384539567,10.403611568181534
5795,10.482300217553178,10.18465972293213
5932,11.369772377687774,10.84340869446008
5934,10.834744354625201,10.117586174746775
6070,11.22220122310114,10.62026044635998
6071,10.626890485040784,10.184659677333515
6072,10.869360256650614,9.537037163452482
5933,9.977381908538954,9.751269932097067
5796,15.891286719788948,14.736845593779806
5797,12.381057228820112,10.924619454751467
5798,12.743724796080249,11.749133734195263
5935,10.905014601588363,10.419766687558505
5936,10.190847224512412,9.49638854566963
5937,13.84527282908794,12.022523006008107
6073,10.313275956950783,9.016748421844053
6074,12.68184582909566,11.554822447701914
6075,11.840788654538427,10.21037225717241
5799,13.196120982113552,12.42589951312608
5800,12.131172186016647,10.58027218423869
5938,12.551465616553806,11.424481090470534
5939,12.740334845884952,11.861691033860794
5940,12.11326052201332,11.716394412908787
6076,11.861691032680415,10.555159859574264
6077,10.382320507545808,10.333407465719588
6190,12.360124641635316,11.49456935407621
6191,10.686570451373143,10.386851743607119
6192,11.460976057594289,11.390101035353304
6328,10.699693408607402,10.104477586009645
6329,10.843782399558648,10.65387006946883
6193,12.556751332019092,11.573764893883123
6330,12.679754828413376,11.218474893791262
6331,12.869922126223202,12.328970148053065
6332,11.390100988640759,10.91820444118872
6333,9.008177684365291,8.86470214833372
6334,11.768903004499913,9.66412293793109
6196,13.560560931758166,13.414212885844817
6197,12.135887098875639,11.390100989912904
6335,13.226769471929437,12.492094829486268
6198,12.30842756821096,11.02430597727611
6199,13.781453615862413,13.781453605861637
6200,5.513683060048115,5.01369071434931
6336,6.431683118052425,5.586634641808243
6209,14.259704265185732,11.795035547062335
6347,10.965706038695338,10.440104085500131
6210,11.46561234719655,11.261675244611764
6348,10.612082916177323,9.647682834595306
6211,10.673278376824529,10.031584035466857
6212,12.68114021844122,10.803244328712648
6213,13.505433330368714,12.745541631600268
6349,13.516451422646691,12.35259208842273
6350,11.002926267535486,9.06906069147336
6351,10.997851542304783,8.689748274458237
6352,11.40811755495622,10.996159426298876
6353,11.383624337145726,10.424556752977574
6214,12.995662290079588,12.540963907936288
6215,14.76399140926296,14.084121926621238
6216,14.108620583061576,11.807670396884674
6354,13.060345997156691,12.708406279877602
8293,9.376485957518902,8.966089779882687
8294,10.183242276784238,8.541205981425714
8429,10.034606206881524,9.46414082850763
8430,10.034606205786341,10.033488712880326
8431,9.47716462416813,9.134967360227105
8295,11.097941420659362,9.724761619074929
8297,12.163271665472095,11.71528545146163
8432,11.240498836428243,11.240498825151167
8433,10.201786862103301,9.108453642327508
8434,11.088719933481794,9.048267632061194
8298,12.32729148946591,11.539769645245809
8299,9.466152120604775,8.575788960008165
8300,10.210352643298696,9.490363742794228
8435,11.392043835180083,10.681120192004819
8436,11.679080233300418,10.201786862103301
8438,10.522383907895518,10.05396613847193
8437,9.767280834118953,9.462688273166808
8301,10.497429616329736,10.204999867903824
8302,10.948884308115119,9.761685109805802
8303,9.811931494787082,9.466152144956649
8304,9.909454791410269,8.29071288548193
8305,10.801170838939802,8.585977018451391
8306,12.284667063196112,12.271316607059966
8307,11.53219140857306,11.236543428368389
8308,9.90945477724854,9.775109414745454
8309,9.165860453110588,8.73361944352187
8310,9.922679135858504,8.585977005281576
8311,10.497429610679552,10.08001835236138
8446,11.783160188936241,11.125441249361973
8447,9.02968973943235,7.878293158202018
8448,7.724662673856169,6.162527959248262
8312,10.35049712399519,10.209758099712008
8313,9.555731177041503,8.117002188801104
8314,11.411106029150169,11.256256767694019
8449,9.966199195988095,7.9862200109538195
8450,9.5664760047374,7.99907338365389
8315,12.16917340135957,11.657524092168599
8316,11.129288065208733,10.611873219361895
8451,9.294129469831343,9.062812421519615
8452,9.7177420594896,8.51521696905991
8453,10.325100932797051,10.026021644918478
8317,12.465661842153681,12.302765840375127
8318,8.654864020695282,7.743825698919821
8454,8.05323288898705,7.59198598302956
8455,9.111648417313614,7.908794486816994
8456,9.273417419609038,8.99065532668333
8457,6.968103241854401,6.687845915395285
8564,11.03731780552845,11.02344599098352
8565,12.162906298039863,11.99399813163745
8566,13.066152052657973,11.474659482740767
8567,9.826567566421717,9.775467033346425
8703,12.074163656639609,11.293787588764413
8704,9.858086929469538,9.528935553004187
8705,11.452355250015913,11.434722664404248
8706,11.207721957824905,11.206395839979724
8568,13.374069792465729,12.771146905341885
8569,13.209273219757359,12.966093077703707
8570,12.966093078969019,12.219784290830836
8707,9.885672488863454,9.483583379440377
8708,11.805221741531538,11.03641429238531
8709,11.442838811326752,9.483583334043928
8572,12.886213752290201,11.954198401934327
8711,9.81482600338494,9.69874000244678
8712,10.196628689330574,9.407359476075536
8580,11.002833912056333,9.421374762154858
8719,11.344491324273758,10.818528473623083
8581,11.168640357047838,9.04014149381284
8582,11.024405424664481,10.79595513769798
8720,11.441048440845284,10.227926699601648
8721,9.186082803183519,8.729690781230898
8583,9.434530243694049,9.08993189750981
8584,12.003954995403241,11.042282449818016
8722,10.065343920721268,10.038586190719375
8723,10.417268387146837,9.48570736177466
8724,11.930535633687711,10.998350672753432
8725,8.540727508937676,8.523915033601712
8586,11.932038475334782,11.838499752695745
8588,10.254190316734435,9.876517650349257
8589,8.744057242382507,7.801180265109672
8726,10.227926699601648,9.515904674067057
8727,10.415546968313015,10.213891799035329
8728,11.009757217266467,10.795955183123938
8729,10.800936776757126,9.658052635625667
8591,8.618846398529733,8.570402811822095
8730,9.499723877414203,8.29891016071979
8731,11.562195563851994,11.231887499155988
8843,11.848565892123403,10.312698395581933
8844,11.413073444673936,10.98981212199957
8845,10.86973405523794,10.426008551585351
8846,12.184750805180627,10.892349545351856
8984,10.725395467137238,10.331167235996505
8985,9.96253932825516,9.273440050851384
8986,11.60550223284535,10.530905346118647
8847,11.447519393458688,11.06271627767431
8848,10.145293562107497,9.446954228097809
8849,10.964405571770245,10.33116720951827
8987,10.874260960013112,9.529945164895885
8988,7.80782755404191,7.147458868366116
8989,12.137535937791835,10.86973405523794
8990,12.137535952428522,10.700894245213236
8850,10.711620427097806,9.969123917658841
8851,10.68862258407733,9.969123962884183
8852,9.462570468886781,9.056853929451712
8992,9.577813798113631,9.004349525224379
8993,10.304197272081174,9.428425034986205
8853,11.434546429161863,10.75201478913625
8854,11.426880035158549,10.860681107253225
8855,11.233517840276347,10.304197287067305
8856,10.884860761511831,10.865521319899077
8857,10.873583616994983,10.859067218792143
8995,11.24755091179199,10.873583616992413
8996,8.799588957273228,8.630659747553796
